// Start Time: 00/00/   0 - 01:10:50
// Sample rate: 120.0Hz
// Scenario: 10.8
// Firmware Version: 2.6.1
Counter	Temperature	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	
43352	27.50	-9.781965	0.385036	0.456932	-0.003540	-0.005782	-0.009500	1.736208	0.009130	-0.222401	
43353	27.50	-9.767432	0.380063	0.471521	0.006860	0.000412	-0.010122	1.735230	0.009869	-0.222219	
43354	27.50	-9.784347	0.385159	0.439975	-0.001853	-0.000535	0.000985	1.734302	0.009413	-0.223534	
43355	27.50	-9.767380	0.375361	0.452161	-0.005263	-0.009307	-0.012174	1.736062	0.009025	-0.222910	
43356	27.50	-9.767365	0.380231	0.447310	-0.007032	-0.004041	-0.002613	1.734195	0.008114	-0.222801	
43357	27.50	-9.762543	0.370462	0.459451	-0.005352	-0.001454	0.006968	1.736242	0.009986	-0.221772	
43358	27.50	-9.769797	0.370564	0.447318	0.005076	0.003000	0.001137	1.734454	0.008616	-0.222655	
43359	27.50	-9.767390	0.385000	0.456986	-0.002788	-0.017447	0.004225	1.734560	0.009789	-0.223389	
43360	27.50	-9.767400	0.375311	0.459424	-0.005259	0.001326	-0.007717	1.735137	0.008311	-0.224100	
43361	27.50	-9.772252	0.372921	0.456989	0.003322	0.000317	0.003674	1.735301	0.006221	-0.222605	
43362	27.50	-9.777093	0.385058	0.452108	0.005018	-0.016561	0.000905	1.736067	0.010042	-0.223029	
43363	27.50	-9.777121	0.382572	0.461796	0.005103	-0.002277	-0.006717	1.734585	0.009760	-0.222765	
43364	27.50	-9.772230	0.380226	0.449713	-0.008798	0.008315	0.009630	1.735592	0.009757	-0.222443	
43365	27.50	-9.762508	0.375383	0.447337	-0.013984	-0.010258	-0.000208	1.735584	0.009510	-0.222569	
43366	27.50	-9.786844	0.380161	0.464186	-0.006149	-0.008448	-0.008710	1.735713	0.010913	-0.222802	
43367	27.50	-9.781995	0.372878	0.466638	-0.003551	-0.014653	-0.012207	1.736362	0.011016	-0.222131	
43368	27.50	-9.769848	0.380103	0.466670	-0.007112	-0.023628	0.000614	1.734049	0.008009	-0.223310	
43369	27.50	-9.774737	0.365538	0.476362	0.001630	0.000375	-0.003284	1.734290	0.002151	-0.225063	
43370	27.50	-9.772269	0.384962	0.464231	0.011185	-0.006689	-0.013597	1.734355	0.000301	-0.226062	
43371	27.50	-9.786809	0.385081	0.452072	0.006859	0.006605	-0.006578	1.734669	-0.000283	-0.224300	
43372	27.56	-9.767728	0.379969	0.468990	0.008526	-0.002301	-0.005840	1.735511	0.007443	-0.221634	
43373	27.56	-9.767697	0.372798	0.456898	-0.005353	-0.004963	-0.000043	1.735745	0.002985	-0.220891	
43374	27.56	-9.772527	0.375295	0.447191	0.003289	-0.002348	0.002734	1.736752	0.011936	-0.222766	
43375	27.56	-9.762784	0.375338	0.437542	-0.000133	-0.009370	-0.006936	1.734642	0.009609	-0.222185	
43376	27.56	-9.772551	0.384901	0.456858	-0.000264	-0.020171	0.009389	1.735392	0.011402	-0.222495	
43377	27.56	-9.765267	0.375210	0.456902	-0.012196	0.000477	-0.010484	1.736060	0.009707	-0.223948	
43378	27.56	-9.782241	0.384992	0.447138	-0.005371	-0.005876	0.002550	1.735341	0.009413	-0.223255	
43379	27.56	-9.765295	0.372725	0.466591	0.004154	-0.005005	0.000981	1.737390	0.010901	-0.222103	
43380	27.56	-9.757953	0.375260	0.447245	0.001560	-0.002338	0.002701	1.732495	0.008218	-0.222721	
43381	27.56	-9.767668	0.380120	0.447200	0.013670	0.003818	0.005579	1.736787	0.010361	-0.221527	
43382	27.56	-9.767724	0.370313	0.466586	-0.008730	-0.005726	-0.014831	1.734868	0.009381	-0.222667	
43383	27.56	-9.772582	0.370325	0.466568	0.004067	-0.013977	0.011265	1.735885	0.009877	-0.222217	
43384	27.56	-9.772598	0.384784	0.473805	0.008474	-0.002370	0.002820	1.734837	0.008903	-0.223294	
43385	27.56	-9.767681	0.382505	0.452038	0.008480	0.000294	0.003718	1.733393	0.008834	-0.222155	
43386	27.56	-9.767697	0.370380	0.456902	0.018942	-0.000518	-0.010841	1.736626	0.010786	-0.222532	
43387	27.56	-9.772556	0.370392	0.456884	-0.001054	-0.005014	0.004359	1.734096	0.009018	-0.223223	
43388	27.56	-9.777424	0.382461	0.461686	-0.010531	-0.009359	-0.004509	1.735353	0.009655	-0.223004	
43389	27.56	-9.772607	0.379931	0.476235	0.004961	-0.008627	0.008747	1.735562	0.009191	-0.223862	
43390	27.56	-9.772539	0.380098	0.452024	0.005885	-0.006783	0.000126	1.735200	0.009815	-0.223761	
43391	27.56	-9.777421	0.392134	0.461669	-0.001873	-0.014691	-0.008756	1.735284	0.011510	-0.222129	
43392	27.56	-9.782308	0.384824	0.471349	0.004284	-0.003063	-0.020638	1.734839	0.007622	-0.222927	
43393	27.56	-9.777383	0.382562	0.447160	0.003281	0.003840	0.007140	1.738187	0.010609	-0.223788	
43394	27.56	-9.767700	0.360707	0.456919	-0.001871	0.008339	0.002771	1.733278	0.009207	-0.222037	
43395	27.56	-9.767696	0.375216	0.456893	-0.003662	-0.011219	0.003375	1.734554	0.010717	-0.221563	
43396	27.56	-9.784710	0.384897	0.461655	-0.014032	-0.009402	0.002362	1.734974	0.008634	-0.222912	
43397	27.56	-9.767742	0.379936	0.473832	-0.012255	-0.004913	-0.003622	1.735179	0.009326	-0.224138	
43398	27.56	-9.772537	0.389771	0.452007	-0.001942	-0.005927	0.007801	1.737283	0.009216	-0.221247	
43399	27.56	-9.758009	0.389618	0.469008	0.000755	-0.004910	-0.009466	1.734288	0.009071	-0.221591	
43400	27.56	-9.762818	0.375255	0.449648	-0.001869	0.011883	0.004547	1.734769	0.010886	-0.222418	
43401	27.50	-9.772265	0.372888	0.461832	-0.020911	-0.004929	0.003204	1.735254	0.007794	-0.221108	
43402	27.50	-9.772289	0.384912	0.471494	0.006786	-0.002344	0.001103	1.735339	0.010398	-0.222707	
43403	27.50	-9.762512	0.385039	0.449740	0.003260	-0.018362	0.005181	1.735065	0.009914	-0.223227	
43404	27.50	-9.762546	0.382537	0.461850	-0.007045	-0.007597	-0.002658	1.734103	0.007308	-0.221816	
43405	27.50	-9.767421	0.370424	0.466696	0.011995	-0.001451	-0.001400	1.736381	0.009843	-0.221389	
43406	27.50	-9.757689	0.377688	0.461877	0.001569	-0.005903	0.004433	1.734460	0.008225	-0.222408	
43407	27.50	-9.772266	0.370469	0.461836	0.005074	-0.009401	-0.005074	1.735009	0.009194	-0.221368	
43408	27.50	-9.786849	0.387399	0.466594	-0.001909	-0.018318	0.000770	1.735698	0.009011	-0.222687	
43409	27.50	-9.777141	0.380104	0.469064	-0.008728	-0.006646	-0.010466	1.734651	0.008037	-0.223764	
43410	27.50	-9.786809	0.385081	0.452072	-0.000090	0.001276	-0.004160	1.737714	0.009768	-0.222163	
43411	27.50	-9.779568	0.365617	0.466660	-0.008720	0.006649	-0.005112	1.733464	0.008728	-0.222603	
43412	27.50	-9.781938	0.385103	0.447247	-0.001870	-0.009411	-0.000855	1.735499	0.009848	-0.221702	
43413	27.50	-9.764942	0.380208	0.449740	-0.008816	0.000323	0.008666	1.734525	0.009047	-0.221030	
43414	27.50	-9.777086	0.385074	0.449686	0.003330	0.004754	0.004597	1.734425	0.009288	-0.223525	
43415	27.50	-9.769847	0.382521	0.466665	0.006823	-0.012923	-0.010282	1.736246	0.010877	-0.221892	
43416	27.50	-9.774678	0.382600	0.456963	-0.001952	-0.013060	0.011221	1.734903	0.011746	-0.224599	
43417	27.50	-9.772247	0.389849	0.456959	-0.000154	-0.012090	0.000006	1.736470	0.010396	-0.222375	
43418	27.50	-9.767406	0.375294	0.461845	0.005079	-0.012936	-0.007714	1.736260	0.009710	-0.221274	
43419	27.50	-9.772267	0.365633	0.461845	0.010309	-0.000503	-0.008344	1.734935	0.009918	-0.223361	
43420	27.50	-9.767418	0.380097	0.466679	-0.005341	-0.002325	0.004362	1.736130	0.009986	-0.224518	
43421	27.50	-9.777101	0.380204	0.454537	0.001632	-0.006709	-0.006828	1.734769	0.009837	-0.224369	
43422	27.50	-9.782009	0.370426	0.471484	-0.000194	-0.009487	0.007828	1.735854	0.010512	-0.222295	
43423	27.50	-9.767377	0.382616	0.452148	-0.001808	-0.014641	-0.013911	1.734535	0.009306	-0.223891	
43424	27.50	-9.774665	0.380215	0.452125	-0.001860	0.001231	0.002734	1.735313	0.007358	-0.222599	
43425	27.50	-9.769821	0.380170	0.456985	-0.006970	-0.011929	-0.017429	1.735320	0.009013	-0.222839	
43426	27.50	-9.767364	0.382649	0.447306	-0.005287	-0.002256	-0.004294	1.735439	0.009532	-0.223077	
43427	27.50	-9.767425	0.380080	0.469100	0.001603	-0.002317	0.000149	1.737942	0.011712	-0.223133	
43428	27.50	-9.772277	0.380109	0.466661	0.006782	-0.004121	0.001081	1.734661	0.007514	-0.223392	
43429	27.50	-9.772247	0.389849	0.456959	-0.020829	0.005806	-0.005322	1.734845	0.010262	-0.222619	
43430	27.50	-9.762519	0.385022	0.452161	-0.007084	-0.004108	0.006044	1.733089	0.007847	-0.225496	
43431	27.50	-9.767405	0.380130	0.461836	0.006753	-0.009474	0.003614	1.735124	0.009207	-0.221608	
43432	27.50	-9.777092	0.387476	0.452103	0.011897	0.001072	0.016820	1.735212	0.009122	-0.222473	
43433	27.50	-9.777106	0.385024	0.456950	0.003402	0.007508	-0.006628	1.734337	0.008862	-0.222538	
43434	27.50	-9.777147	0.384924	0.471476	-0.002796	0.000255	0.013965	1.734654	0.008802	-0.223884	
43435	27.50	-9.772234	0.389882	0.452117	-0.008763	0.008362	0.003571	1.732771	0.008804	-0.224395	
43436	27.50	-9.769821	0.380170	0.456985	-0.001830	-0.005812	-0.006011	1.735369	0.010364	-0.221958	
43437	27.50	-9.767417	0.384933	0.466670	-0.005329	-0.006737	-0.000019	1.735964	0.009633	-0.222416	
43438	27.50	-9.772224	0.375406	0.447301	-0.006236	-0.005022	0.008646	1.736199	0.010290	-0.222893	
43439	27.50	-9.774678	0.382600	0.456963	0.005921	-0.003229	0.001079	1.735581	0.012199	-0.223303	
43440	27.50	-9.767378	0.380197	0.452152	0.005136	0.006623	-0.007478	1.733861	0.007042	-0.221586	
43441	27.50	-9.767390	0.385000	0.456986	-0.001837	-0.003165	-0.003381	1.736180	0.009417	-0.223148	
43442	27.50	-9.777071	0.392363	0.444831	-0.002757	-0.008552	0.003471	1.734773	0.009705	-0.224245	
43443	27.50	-9.760104	0.380146	0.457021	0.006850	-0.007572	-0.011951	1.735641	0.011378	-0.224671	
43444	27.50	-9.777076	0.375435	0.444862	-0.005298	-0.009356	-0.006110	1.734133	0.010216	-0.221800	
43445	27.50	-9.772277	0.380109	0.466661	-0.000135	-0.004978	0.000089	1.733443	0.007602	-0.222858	
43446	27.50	-9.774663	0.389888	0.452108	-0.001840	-0.005827	-0.004277	1.735117	0.011517	-0.222344	
43447	27.50	-9.762550	0.370446	0.461872	0.000696	-0.005025	0.006161	1.734517	0.010093	-0.224510	
43448	27.50	-9.762539	0.384972	0.459425	0.000722	-0.008535	0.000060	1.734444	0.009650	-0.223149	
43449	27.50	-9.772236	0.380209	0.452134	-0.007021	-0.008454	-0.006995	1.736034	0.009824	-0.223779	
43450	27.50	-9.762533	0.380152	0.457012	0.005019	-0.016557	0.000901	1.735015	0.008563	-0.224108	
43451	27.50	-9.767418	0.380097	0.466679	-0.002719	-0.013811	-0.006123	1.735832	0.010408	-0.222795	
43452	27.50	-9.772236	0.382628	0.452130	0.001519	-0.002431	0.014870	1.733572	0.008620	-0.222969	
43453	27.50	-9.772232	0.370553	0.449731	0.000756	-0.005835	-0.004237	1.736134	0.009583	-0.221284	
43454	27.50	-9.786807	0.394754	0.452054	-0.000080	-0.016424	-0.014762	1.733847	0.008082	-0.222204	
43455	27.50	-9.772250	0.380176	0.456976	-0.002743	-0.001446	0.004418	1.734664	0.009927	-0.220892	
43456	27.50	-9.760093	0.372925	0.452192	0.008530	-0.016501	-0.007701	1.734832	0.009509	-0.222748	
43457	27.50	-9.762562	0.372830	0.466710	0.006816	-0.004960	-0.004994	1.733777	0.008289	-0.223951	
43458	27.50	-9.772238	0.375373	0.452143	0.003371	-0.002275	-0.005882	1.735610	0.009992	-0.222067	
43459	27.50	-9.781971	0.385019	0.459353	-0.003647	-0.009467	0.006908	1.733490	0.009723	-0.222223	
43460	27.50	-9.781965	0.382618	0.456936	0.001543	-0.000629	0.011430	1.734619	0.010490	-0.222137	
43461	27.50	-9.774672	0.380199	0.454546	0.000674	-0.013029	0.006069	1.734238	0.008832	-0.221923	
43462	27.50	-9.777104	0.394697	0.456932	-0.006122	0.000444	-0.008602	1.734348	0.010385	-0.222655	
43463	27.50	-9.777093	0.385058	0.452108	0.004156	-0.008584	0.004451	1.735913	0.011099	-0.224031	
43464	27.50	-9.772239	0.370536	0.452152	0.000718	-0.006771	0.001813	1.733584	0.008224	-0.222596	
43465	27.50	-9.772251	0.375339	0.456985	0.000790	-0.004017	-0.009410	1.734746	0.010744	-0.222126	
43466	27.50	-9.767421	0.372842	0.466692	-0.007091	-0.009431	0.004247	1.734302	0.008902	-0.223412	
43467	27.50	-9.767393	0.375327	0.457003	-0.009641	-0.001392	0.000837	1.732850	0.008970	-0.222522	
43468	27.50	-9.777117	0.372916	0.459393	-0.003616	-0.011196	0.000822	1.734866	0.009343	-0.221875	
43469	27.50	-9.777121	0.382572	0.461796	-0.005328	-0.006738	-0.000017	1.733527	0.010206	-0.224458	
43470	27.50	-9.762519	0.382604	0.452166	-0.001874	-0.004100	0.002667	1.738282	0.010986	-0.223734	
43471	27.50	-9.762507	0.380219	0.447328	-0.005282	-0.002248	-0.005162	1.733561	0.009017	-0.223341	
43472	27.50	-9.769798	0.387475	0.449709	0.000825	0.005769	-0.010156	1.735860	0.009609	-0.221926	
43473	27.50	-9.781978	0.385003	0.461774	0.010254	-0.001462	0.000309	1.733880	0.008812	-0.221576	
43474	27.50	-9.777100	0.385041	0.454529	-0.020898	-0.005799	0.000600	1.735572	0.009780	-0.222942	
43475	27.50	-9.772235	0.385046	0.452126	0.010325	0.008374	-0.006502	1.736587	0.010150	-0.222493	
43476	27.50	-9.767398	0.380147	0.459415	0.005028	-0.009460	0.002719	1.733566	0.009011	-0.223216	
43477	27.50	-9.767390	0.385000	0.456986	0.001622	-0.006720	-0.005098	1.735588	0.010912	-0.222811	
43478	27.50	-9.774704	0.384951	0.466643	-0.005352	-0.009426	0.002548	1.733803	0.008772	-0.223449	
43479	27.50	-9.777143	0.372849	0.469077	0.006837	0.013664	0.000429	1.733584	0.009758	-0.222962	
43480	27.50	-9.772248	0.385012	0.456968	-0.008896	-0.018382	0.012773	1.735008	0.009339	-0.224478	
43481	27.50	-9.772254	0.365666	0.457002	0.008547	-0.004968	-0.004963	1.734710	0.008738	-0.222512	
43482	27.50	-9.767400	0.372892	0.459428	-0.001911	-0.013005	0.004291	1.736598	0.009753	-0.222120	
43483	27.50	-9.762559	0.384922	0.466688	0.001537	-0.007717	0.008743	1.733709	0.009248	-0.222831	
43484	27.50	-9.777118	0.392245	0.461779	-0.003642	-0.013002	0.004267	1.733989	0.009342	-0.222064	
43485	27.50	-9.772232	0.394719	0.452108	0.001577	-0.001468	0.005359	1.734450	0.007214	-0.222413	
43486	27.50	-9.767392	0.380164	0.456994	0.010203	-0.007728	0.006291	1.733958	0.009250	-0.222813	
43487	27.50	-9.772222	0.382661	0.447288	0.005050	-0.018290	-0.005178	1.736845	0.012060	-0.222714	
43488	27.56	-9.772551	0.384901	0.456858	-0.001887	-0.007624	-0.002611	1.734269	0.009220	-0.222089	
43489	27.56	-9.757996	0.365486	0.461789	0.004183	-0.012936	-0.007776	1.735917	0.009855	-0.224455	
43490	27.56	-9.772564	0.389704	0.461691	0.005103	-0.007555	-0.014617	1.734494	0.007843	-0.222328	
43491	27.56	-9.772580	0.379998	0.466551	0.007532	-0.012212	0.011346	1.735382	0.008982	-0.222134	
43492	27.56	-9.772566	0.380031	0.461709	0.005052	-0.000538	-0.002411	1.736375	0.010146	-0.222429	
43493	27.56	-9.767721	0.382404	0.466564	-0.000156	-0.012055	-0.005235	1.735080	0.009296	-0.223523	
43494	27.56	-9.772510	0.387420	0.442327	0.003305	0.006528	0.004574	1.735322	0.009563	-0.223753	
43495	27.56	-9.767731	0.370296	0.469007	-0.005297	-0.005772	-0.010445	1.732580	0.003914	-0.222611	
43496	27.56	-9.774994	0.384874	0.461691	-0.004515	-0.010316	0.001643	1.736384	0.009496	-0.222058	
43497	27.56	-9.767697	0.370380	0.456902	0.005898	-0.000566	0.001064	1.735873	0.008739	-0.222223	
43498	27.56	-9.757973	0.351044	0.452130	0.001509	-0.002405	0.011355	1.735223	0.009533	-0.223138	
43499	27.56	-9.774991	0.394547	0.461674	0.015405	0.006475	0.005643	1.736382	0.010778	-0.222426	
43500	27.56	-9.777381	0.389817	0.447147	-0.001850	-0.002264	-0.006008	1.734144	0.007059	-0.224598	
43501	27.56	-9.772557	0.365555	0.456893	-0.001919	-0.010324	0.001682	1.736253	0.009886	-0.222315	
43502	27.56	-9.767696	0.375216	0.456893	0.003293	-0.004112	0.000979	1.735631	0.007961	-0.221871	
43503	27.56	-9.767680	0.384923	0.452034	0.000712	-0.006743	-0.002558	1.735679	0.009457	-0.224101	
43504	27.56	-9.762865	0.372719	0.466600	0.006716	0.001142	0.009757	1.734434	0.012516	-0.224924	
43505	27.56	-9.753107	0.380051	0.452096	0.003297	-0.012076	-0.003449	1.733194	0.009046	-0.224035	
43506	27.56	-9.772538	0.384935	0.452016	0.001508	-0.016580	0.004266	1.737105	0.010427	-0.222872	
43507	27.56	-9.772607	0.377512	0.476240	0.001565	-0.000560	0.001859	1.734486	0.008619	-0.222699	
43508	27.56	-9.767734	0.384789	0.471402	0.011899	-0.004199	0.008051	1.735619	0.009254	-0.222488	
43509	27.56	-9.775018	0.370314	0.468980	0.005033	-0.008533	-0.003375	1.733971	0.010425	-0.223599	
43510	27.56	-9.762851	0.377589	0.461749	0.006803	-0.004057	-0.007623	1.734560	0.009189	-0.224060	
43511	27.56	-9.772580	0.379998	0.466551	-0.010537	-0.002280	-0.000096	1.735344	0.011201	-0.223620	
43512	27.56	-9.772537	0.387353	0.452011	-0.013954	-0.011068	-0.011514	1.734055	0.010472	-0.224588	
43513	27.56	-9.777423	0.384880	0.461682	0.001620	-0.003146	-0.008560	1.735848	0.009791	-0.223092	
43514	27.56	-9.767707	0.360690	0.459340	-0.006299	-0.019238	0.006696	1.736807	0.009201	-0.223771	
43515	27.56	-9.777411	0.380077	0.456849	0.003363	0.004836	-0.006704	1.736170	0.008942	-0.221081	
43516	27.56	-9.782237	0.399501	0.447112	-0.000212	-0.005935	0.007834	1.735614	0.009772	-0.222735	
43517	27.56	-9.767697	0.370380	0.456902	0.006745	-0.008563	0.000117	1.733081	0.008137	-0.223550	
43518	27.56	-9.762796	0.380141	0.442376	0.004051	-0.015771	0.013842	1.735040	0.010479	-0.221778	
43519	27.56	-9.774954	0.382556	0.447169	-0.009702	-0.001440	0.005992	1.735039	0.009456	-0.221534	
43520	27.56	-9.777426	0.375207	0.461699	-0.006225	0.000344	0.003472	1.734932	0.009179	-0.221045	
43521	27.56	-9.767708	0.380019	0.461727	-0.001808	-0.003091	-0.013816	1.734485	0.008492	-0.222699	
43522	27.56	-9.782248	0.384975	0.449559	0.013793	-0.003992	-0.019622	1.735661	0.007927	-0.221123	
43523	27.56	-9.777398	0.380110	0.452006	0.015386	-0.004179	0.003782	1.736270	0.010507	-0.222062	
43524	27.56	-9.777400	0.372855	0.452019	0.008477	-0.012996	-0.002503	1.733421	0.007921	-0.224273	
43525	27.56	-9.782230	0.375352	0.442313	-0.005367	-0.003214	0.003446	1.735441	0.009569	-0.223869	
43526	27.56	-9.748265	0.370332	0.456974	0.003299	-0.002329	0.000995	1.734078	0.007759	-0.223355	
43527	27.56	-9.772607	0.379931	0.476235	-0.004456	-0.008465	-0.007862	1.734631	0.008085	-0.222068	
43528	27.56	-9.777450	0.384813	0.471366	0.008499	-0.004108	-0.002395	1.735173	0.008423	-0.221031	
43529	27.56	-9.779849	0.394559	0.461656	-0.007937	0.001258	0.000861	1.734470	0.008510	-0.223074	
43530	27.56	-9.784663	0.385015	0.444708	0.003309	-0.005867	-0.002500	1.736378	0.009375	-0.222184	
43531	27.56	-9.777399	0.375274	0.452015	-0.000192	-0.007678	0.003478	1.733973	0.008121	-0.222987	
43532	27.56	-9.772561	0.375211	0.459296	0.000634	-0.006845	0.010428	1.734707	0.009805	-0.223673	
43533	27.56	-9.767703	0.372781	0.459319	-0.002807	-0.020092	0.000684	1.735250	0.009246	-0.222391	
43534	27.56	-9.767723	0.375149	0.466578	0.006771	-0.004099	-0.002427	1.735224	0.010683	-0.223382	
43535	27.56	-9.767681	0.380086	0.452042	-0.005320	0.006594	0.000098	1.736709	0.012241	-0.223888	
43536	27.56	-9.777397	0.382528	0.452002	0.010232	-0.011198	-0.005914	1.734596	0.009149	-0.223186	
43537	27.56	-9.787110	0.392225	0.451949	-0.000211	-0.006819	0.006957	1.736884	0.011161	-0.222387	
43538	27.56	-9.772515	0.372910	0.442353	0.008454	-0.014799	0.000939	1.735496	0.009891	-0.222619	
43539	27.56	-9.772564	0.387286	0.461696	-0.003602	-0.000513	-0.001689	1.736851	0.010431	-0.223015	
43540	27.56	-9.767701	0.380036	0.459306	0.005083	-0.007581	-0.011156	1.735886	0.009492	-0.222094	
43541	27.56	-9.772553	0.380065	0.456867	-0.005394	-0.015646	0.001563	1.734685	0.009701	-0.224173	
43542	27.56	-9.767708	0.380019	0.461727	-0.000178	-0.000571	0.004428	1.736944	0.011477	-0.221012	
43543	27.56	-9.777411	0.380077	0.456849	-0.012265	0.001269	0.001651	1.734173	0.009330	-0.224461	
43544	27.56	-9.777454	0.370303	0.471393	-0.001884	-0.009391	-0.004367	1.735327	0.009557	-0.223629	
43545	27.56	-9.767699	0.363125	0.456915	-0.007123	0.002074	0.010402	1.735558	0.008300	-0.223742	
43546	27.56	-9.770136	0.384862	0.461709	0.010160	-0.014834	0.004431	1.736364	0.010542	-0.222801	
43547	27.56	-9.767708	0.380019	0.461727	-0.000173	0.006520	0.007111	1.737380	0.011424	-0.222474	
43548	27.56	-9.777442	0.389666	0.468937	-0.008910	-0.000651	0.018139	1.734807	0.008426	-0.223921	
43549	27.56	-9.767668	0.380120	0.447200	0.011895	0.005535	0.014230	1.736396	0.010123	-0.221930	
43550	27.56	-9.787102	0.399497	0.449515	0.004180	-0.008518	-0.005112	1.735133	0.008469	-0.222030	
43551	27.56	-9.782280	0.389728	0.461655	0.013624	-0.021928	0.000078	1.737085	0.011474	-0.223616	
43552	27.56	-9.772525	0.384968	0.447173	0.004172	-0.001442	0.000163	1.736859	0.009782	-0.222644	
43553	27.56	-9.762850	0.380007	0.461745	0.013679	-0.003254	0.000297	1.735863	0.008751	-0.222473	
43554	27.56	-9.791993	0.401843	0.461598	-0.003614	-0.005846	-0.002612	1.735219	0.009665	-0.223263	
43555	27.56	-9.777369	0.385014	0.442313	0.006805	-0.002288	-0.006730	1.732885	0.008842	-0.222441	
43556	27.56	-9.760421	0.380002	0.461754	0.003323	-0.004071	-0.004217	1.734873	0.010398	-0.222786	
43557	27.56	-9.767701	0.380036	0.459306	-0.005374	-0.012076	-0.000127	1.735879	0.008348	-0.221976	
43558	27.56	-9.767696	0.375216	0.456893	0.005885	-0.003239	0.001899	1.735129	0.009112	-0.222276	
43559	27.56	-9.762830	0.380058	0.454481	-0.009662	0.005701	0.002611	1.736690	0.011367	-0.224143	
43560	27.56	-9.774981	0.384907	0.456849	0.003328	0.001246	-0.002417	1.734325	0.007509	-0.223338	
43561	27.56	-9.772580	0.379998	0.466551	-0.007136	-0.012112	0.005039	1.735991	0.009642	-0.222584	
43562	27.56	-9.782283	0.380055	0.461673	0.005919	-0.012053	-0.008594	1.735174	0.010740	-0.224630	
43563	27.56	-9.758002	0.392053	0.466583	-0.001857	-0.002268	-0.005147	1.735240	0.009257	-0.222641	
43564	27.56	-9.762852	0.372753	0.461758	-0.002769	-0.012070	-0.001818	1.736213	0.009420	-0.223191	
43565	27.56	-9.748290	0.375102	0.466649	0.007673	0.008349	-0.002267	1.734113	0.008616	-0.222726	
43566	27.56	-9.762837	0.380041	0.456902	-0.008841	-0.002330	0.005992	1.736860	0.011316	-0.223011	
43567	27.56	-9.772541	0.375262	0.452033	-0.001896	-0.012950	-0.003543	1.734587	0.009287	-0.223435	
43568	27.56	-9.767694	0.382471	0.456880	0.008472	-0.007687	0.001024	1.735142	0.009865	-0.222147	
43569	27.56	-9.772565	0.384868	0.461700	-0.013085	-0.002209	-0.007930	1.735315	0.008419	-0.223635	
43570	27.56	-9.782245	0.394648	0.449541	0.006732	-0.011240	0.000958	1.734964	0.008646	-0.223161	
43571	27.56	-9.777384	0.380144	0.447164	0.011106	0.009179	0.003005	1.735870	0.010918	-0.222836	
43572	27.56	-9.738562	0.370275	0.461852	0.004152	-0.005004	0.001841	1.733591	0.006336	-0.222775	
43573	27.56	-9.765305	0.384783	0.471411	0.001594	0.005678	0.000202	1.735875	0.008480	-0.222100	
43574	27.56	-9.767710	0.372765	0.461740	0.005007	0.004717	0.008041	1.735591	0.009030	-0.223114	
43575	27.56	-9.777377	0.380160	0.444743	0.006835	-0.002247	-0.011926	1.736527	0.009348	-0.221550	
43576	27.56	-9.753098	0.365575	0.447280	0.005041	-0.016492	-0.007805	1.734442	0.009309	-0.223943	
43577	27.56	-9.762796	0.382560	0.442372	-0.013132	-0.002273	0.000726	1.733324	0.008529	-0.223780	
43578	27.56	-9.767709	0.375183	0.461735	-0.005326	-0.007584	-0.006136	1.735834	0.010958	-0.223709	
43579	27.56	-9.767710	0.372765	0.461740	0.005083	0.004818	-0.004947	1.734539	0.009085	-0.224560	
